@relation 'sales_clothes-weka.filters.unsupervised.attribute.NumericToNominal-R4-5,14-16,20-weka.filters.unsupervised.attribute.Remove-R1,21,22,23-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1'

@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute product_variation_inventory numeric
@attribute merchant_rating numeric
@attribute units_sold {10,50,100,1000,5000,10000,20000,50000,100000}

@data
330,160,76,44,26,24,50,4.351541,1000
582,313,139,66,28,36,50,4.162901,1000
1,1,0,0,0,0,1,3.733333,50
212,109,42,28,11,22,50,3.93186,1000
103,59,18,14,4,8,50,3.884544,1000
25,10,4,5,3,3,50,4.15528,100
192,120,32,19,9,12,50,4.298489,1000
117,55,19,14,7,22,50,4.209632,1000
12,2,1,6,0,3,50,3.666667,100
674,366,161,69,35,43,33,4.190209,1000
23,14,7,0,1,1,50,4.360984,100
18,10,2,2,1,3,1,3.826667,100
30,15,3,5,4,3,10,3.884544,100
19,9,5,1,2,2,6,4.190184,100
903,475,148,135,50,95,11,3.92888,10000
14,5,2,5,1,1,1,4.105967,50
34,17,8,7,1,1,50,4.220968,100
10,4,5,0,1,0,4,3.931818,100
223,120,44,29,13,17,6,4.079886,1000
596,304,112,86,36,58,50,3.999819,1000
0,0,0,0,0,0,5,3.692308,10
1479,754,329,219,73,104,50,3.936382,10000
1095,488,228,168,87,124,50,4.236691,5000
7,1,1,2,2,1,1,3.899673,100
139,72,31,17,8,11,1,4.277991,100
197,104,52,26,2,13,50,4.173723,1000
37,15,3,9,1,9,49,3.960171,1000
2159,1125,374,324,170,166,50,4.2939,10000
2102,981,445,301,141,234,50,4.025623,10000
317,151,72,45,17,32,50,4.165983,1000
3679,2077,783,446,192,181,50,4.187814,10000
23,15,4,3,0,1,4,3.897196,100
31,12,4,8,6,1,50,4.034645,100
10,5,4,1,0,0,2,3.676471,50
27,13,2,2,4,6,50,3.367133,100
667,175,90,127,70,205,50,4.23032,5000
47,29,6,4,4,4,50,3.878167,100
60,22,7,9,5,17,50,3.25,100
89,39,21,10,4,15,50,3.946791,100
3344,1162,542,559,339,742,50,3.902548,20000
429,262,81,46,14,26,50,4.22326,1000
4,1,1,0,0,2,9,3.908535,100
487,244,90,67,36,50,50,4.146569,5000
30,15,3,5,4,3,10,3.884544,100
13,3,4,3,0,3,2,3.983784,100
13,8,3,1,0,1,4,4.001546,100
75,39,19,8,4,5,50,4.227261,100
28,12,5,4,2,5,50,4.184732,100
18,9,5,3,0,1,50,4.385295,50
483,199,83,79,44,78,19,4.132464,1000
843,392,144,134,62,111,50,4.256873,1000
10,4,2,2,1,1,4,3.939482,100
2,1,1,0,0,0,1,4.189139,100
2521,723,505,513,315,465,50,4.115275,10000
17,9,6,0,1,1,50,3.839819,50
692,217,125,128,68,154,50,3.843064,5000
8,5,1,0,0,2,1,3.736527,50
1193,550,257,171,86,129,50,4.179445,10000
91,40,24,13,3,11,43,4.040062,100
26,19,4,1,0,2,41,4.007283,100
269,169,53,25,8,14,50,4.194554,1000
33,10,10,5,4,4,50,4.048994,100
585,246,105,107,43,84,50,4.018157,10000
228,59,38,36,32,63,50,4.032865,1000
21,5,2,4,4,6,50,3.580645,100
164,86,26,28,8,16,17,4.04517,1000
29,18,1,5,1,4,1,3.882845,100
5,4,1,0,0,0,2,3.666667,10
215,136,32,23,13,11,50,4.084969,1000
20,8,5,4,0,3,2,3.94332,100
601,208,94,91,66,142,10,3.965388,1000
341,106,45,62,39,89,50,3.953169,1000
248,127,59,26,15,21,2,3.906504,1000
294,128,57,44,20,45,50,3.766139,1000
425,299,54,31,17,24,50,3.966035,1000
574,370,115,50,21,18,50,4.146569,1000
397,219,63,46,25,44,50,3.928009,10000
61,39,12,5,1,4,50,4.234086,100
4,3,0,0,0,1,50,4.352941,50
2187,843,484,350,182,328,20,4.03832,10000
113,55,16,14,8,20,10,3.895937,1000
534,280,128,63,28,35,50,4.241313,1000
12,5,3,1,1,2,1,3.801802,100
19,9,2,1,1,6,50,3.965337,100
114,55,30,16,6,7,40,3.766234,100
13,5,5,2,1,0,20,3.891421,100
30,15,5,8,1,1,50,4.089776,100
54,23,14,5,4,8,50,3.98799,100
239,118,42,38,22,19,50,4.099831,5000
79,47,11,7,3,11,1,3.854962,100
76,57,9,7,1,2,1,4.364583,100
192,104,20,29,6,33,6,4.013813,5000
5,4,1,0,0,0,2,3.666667,10
12,6,2,1,0,3,1,3.956065,100
58,27,18,7,2,4,3,4.04065,100
2,0,0,1,0,1,46,4.074203,100
161,79,23,34,10,15,14,3.950812,1000
647,271,139,101,44,92,50,3.952836,1000
30,8,7,3,4,8,1,3.422535,100
118,48,17,27,13,13,50,3.702875,1000
2604,1428,555,340,122,159,50,4.077095,10000
46,22,12,4,3,5,18,4.310666,100
1153,735,250,107,23,38,20,4.138885,5000
377,236,46,33,23,39,2,4.171096,5000
346,148,68,53,34,43,50,3.8585,5000
1057,625,213,134,44,41,50,3.863845,5000
2422,1056,419,375,190,382,50,4.310433,10000
7,4,0,2,1,0,8,3.714286,50
479,280,94,56,11,38,50,4.180829,1000
2,0,0,0,1,1,50,3.858942,10
78,26,14,19,3,16,8,4.018735,1000
7,3,0,2,1,1,50,3.97992,50
48,30,7,4,2,5,2,3.993333,100
94,34,14,18,12,16,50,4.023291,1000
6,2,1,1,0,2,50,4.166667,100
28,14,4,5,2,3,2,4.390326,100
770,381,134,110,66,79,50,4.066326,10000
33,21,6,2,0,4,50,4.393207,1000
5,2,0,2,0,1,50,3.625,100
12,8,2,1,0,1,2,4.114583,100
2441,1070,460,373,181,357,50,4.066326,10000
1612,976,328,162,70,76,9,4.230903,5000
279,133,59,32,23,32,1,4.04378,1000
1571,867,275,190,99,140,50,4.465351,5000
895,356,198,157,70,114,5,3.995606,1000
16,8,1,6,1,0,4,3.946791,1000
2859,1736,573,281,111,158,50,4.387414,20000
70,28,12,8,6,16,50,3.682692,1000
106,35,19,22,14,16,50,4.002935,1000
44,15,11,11,1,6,50,3.870735,1000
1496,794,291,215,92,104,50,4.188215,10000
170,57,20,34,9,50,50,4.19761,1000
2107,1334,348,206,86,133,50,4.193457,10000
3,1,0,0,0,2,50,3.924677,10
34,22,4,3,2,3,19,4.130187,100
478,281,77,51,23,46,1,4.089677,5000
2019,1182,393,257,90,97,50,4.164804,20000
15,9,4,1,1,0,50,3.928009,100
497,184,93,92,44,84,50,4.228701,1000
68,28,16,11,5,8,41,3.930514,1000
289,148,59,38,13,31,50,4.060279,1000
27,11,7,5,3,1,50,4,100
999,587,180,123,54,55,50,4.30112,5000
233,91,57,28,17,40,1,3.885538,1000
130,40,24,26,11,29,50,4.150756,1000
155,84,31,22,11,7,50,3.809966,1000
825,530,136,82,34,43,50,4.39831,5000
12,6,2,1,0,3,1,3.956065,100
1780,975,406,210,94,95,5,4.109024,10000
2,2,0,0,0,0,1,4.035714,100
45,21,8,4,4,8,50,4.340771,100
76,30,17,15,7,7,3,4.074534,1000
4657,2011,1127,849,360,310,50,4.197459,20000
420,255,83,52,15,15,50,4.246192,1000
518,216,90,86,43,83,50,4.123943,5000
7773,4220,1795,1098,351,309,9,4.260006,20000
8,6,0,2,0,0,50,3.945224,100
114,55,30,16,6,7,40,3.766234,100
1017,431,207,185,78,116,50,4.058499,5000
54,25,8,10,4,7,50,3.949422,1000
11,4,2,2,0,3,50,3.85193,100
854,431,156,106,59,102,50,3.893694,1000
1612,777,367,241,112,115,50,3.939482,10000
2,1,1,0,0,0,50,4.326463,10
1524,905,313,169,63,74,50,4.201298,10000
1038,720,176,75,41,26,50,4.274866,5000
1052,572,221,123,46,90,50,4.108849,5000
830,523,147,87,32,41,50,4.289674,5000
1336,725,274,160,73,104,3,4.044769,5000
402,168,69,56,37,72,50,3.880072,5000
4215,2184,717,605,271,438,50,4.196499,20000
82,18,11,21,7,25,5,4.079365,100
474,270,106,57,21,20,50,3.917353,1000
64,19,13,16,7,9,1,3.475584,1000
117,77,14,11,5,10,50,4.020435,1000
983,394,182,172,92,143,4,4.131071,5000
1,0,0,0,0,1,4,3,100
3080,1542,573,448,212,305,50,4.094905,20000
47,32,8,4,2,1,1,3.855173,1000
2,2,0,0,0,0,5,3.874016,50
1,1,0,0,0,0,50,4.247714,100
32,13,6,4,5,4,2,3.967568,100
11,3,1,3,1,3,50,4.484397,100
4,0,2,1,0,1,50,4.032865,100
581,230,120,107,52,72,50,4.002227,5000
501,217,96,102,42,44,50,4.136723,5000
788,466,149,77,35,61,50,4.303985,5000
8,4,1,1,0,2,3,4.056169,100
12,8,2,1,0,1,2,4.114583,100
4,2,1,0,0,1,1,4.170213,50
98,46,24,14,6,8,50,4.276726,100
4,2,1,0,1,0,50,4.166509,50
27,11,5,3,0,8,50,4.048994,100
669,289,136,115,52,77,18,3.884544,5000
26,5,4,4,6,7,3,3.545455,100
116,50,18,17,17,14,3,4.179425,1000
636,330,128,90,34,54,50,4.018157,1000
101,41,13,18,11,18,1,3.983202,1000
37,20,7,6,3,1,50,3.970731,100
160,79,39,17,12,13,5,4.153031,100
28,8,6,3,4,7,50,3.534647,100
30,15,5,8,1,1,50,4.089776,100
1858,1124,389,200,69,76,50,3.994718,10000
45,17,10,11,5,2,5,3.871359,100
54,23,14,5,4,8,50,3.98799,100
23,14,7,0,1,1,50,4.360984,100
1072,467,220,163,73,149,50,3.818635,5000
29,17,2,6,1,3,50,3.92888,100
8,2,4,0,0,2,1,4.146957,100
1650,969,344,182,72,83,50,4.155996,5000
217,134,37,17,16,13,50,4.053972,1000
1238,537,264,187,91,159,50,4.055231,10000
18463,7530,3351,3057,1736,2789,50,3.968269,50000
1378,801,270,158,66,83,10,4.105967,10000
0,0,0,0,0,0,8,3.872044,100
38,16,6,8,4,4,50,3.991736,100
152,76,39,18,6,13,50,3.892704,1000
3024,1491,717,430,178,208,50,4.208615,10000
52,35,9,5,3,0,50,4.236471,100
6,5,0,1,0,0,50,4.486631,100
178,104,41,20,7,6,50,4.350176,1000
1444,591,308,275,115,155,50,3.933581,5000
83,28,13,17,11,14,50,3.867547,1000
1479,754,329,219,73,104,50,3.936382,10000
895,356,198,157,70,114,5,3.995606,1000
2,0,1,0,1,0,50,4.001546,50
687,251,106,108,70,152,20,3.853576,5000
201,114,36,22,9,20,50,4.151916,1000
10,8,1,0,1,0,50,4.238095,100
1715,742,397,274,124,178,50,4.240677,10000
6,4,0,0,0,2,1,4.013813,100
747,270,138,157,64,118,1,4.069536,5000
445,186,99,63,46,51,50,4.014063,1000
6,1,1,3,0,1,10,4.258107,100
1559,786,304,223,109,137,50,4.224605,10000
3,0,2,0,1,0,3,3.914894,10
593,233,97,95,53,115,50,3.981329,5000
2069,884,343,331,184,327,50,3.901216,10000
9,5,1,0,1,2,50,4.044482,100
4,0,2,1,0,1,50,4.032865,100
2427,1122,520,386,173,226,50,3.884544,10000
5882,4130,994,409,148,201,50,4.462302,20000
1046,545,200,161,59,81,50,3.96752,5000
613,234,125,121,47,86,50,4.030377,1000
903,449,140,135,77,102,3,3.998651,10000
118,46,20,20,13,19,50,4.109477,1000
3090,1800,575,364,143,208,21,4.146857,20000
1863,963,334,250,119,197,50,4.105778,5000
2151,1116,357,300,142,236,50,4.264659,10000
15,7,4,4,0,0,1,4.079644,1000
425,158,75,79,46,67,50,4.254208,5000
377,293,52,19,6,7,31,4.422521,1000
5351,2940,1130,712,295,274,50,4.111647,20000
7753,4166,1546,1044,438,559,50,4.283611,20000
167,93,32,18,5,19,50,3.872044,1000
2477,1312,611,337,88,129,50,4.127921,20000
24,12,7,2,0,3,2,3.956811,100
9,5,0,0,0,4,50,3.801802,100
661,337,124,98,38,64,50,4.089677,10000
283,173,46,18,15,31,50,4.006692,5000
3845,2458,726,355,134,172,50,4.387414,20000
6,3,0,1,1,1,5,3.786325,100
214,87,36,49,17,25,7,4.062361,1000
219,117,42,23,15,22,17,4.04517,5000
9,1,2,0,3,3,50,4.03536,100
153,72,30,23,10,18,50,4.260027,1000
26,12,4,3,5,2,25,4.143966,100
558,204,110,99,49,96,4,4.216954,1000
74,30,12,5,6,21,50,3.958549,1000
615,309,86,60,55,105,7,4.069069,5000
118,46,20,20,13,19,50,4.109477,1000
52,17,8,9,4,14,50,4.118349,100
3,2,1,0,0,0,50,3.707584,100
101,55,29,14,2,1,50,4.165001,1000
511,211,107,89,39,65,29,4.056888,1000
12,7,2,2,1,0,50,3.937343,50
0,0,0,0,0,0,50,4.254208,10
3079,1311,663,461,291,353,50,4.310433,10000
5759,3125,1205,838,305,286,50,4.218866,20000
5756,2107,1226,1189,553,681,50,4.105127,20000
62,16,8,13,4,21,50,4.002935,100
666,360,100,91,47,68,50,4.122466,10000
489,204,100,84,44,57,5,3.99759,1000
841,418,166,119,63,75,50,4.032865,1000
209,100,41,34,17,17,6,4.391304,1000
46,18,7,13,5,3,27,3.779468,100
200,102,35,35,11,17,50,3.870918,1000
107,66,13,18,3,7,3,3.94332,1000
6,3,1,1,0,1,5,3.545024,100
1120,698,205,108,47,62,50,3.92888,5000
62,24,11,7,6,14,50,3.829268,1000
20,6,5,4,1,4,2,3.797448,100
2404,1324,488,294,122,176,15,4.201298,10000
326,161,71,51,17,26,50,4.420438,1000
1166,334,211,233,131,257,50,4.222846,5000
18,7,3,5,1,2,44,4.04517,100
1185,360,190,231,137,267,10,3.884544,5000
5,2,0,2,0,1,50,3.625,100
781,301,173,148,72,87,50,3.776637,5000
8,4,2,1,0,1,50,4.127902,50
129,64,21,28,9,7,50,4.277078,1000
7088,2635,1394,1315,715,1029,50,3.968269,20000
2901,1573,606,399,135,188,50,4.147842,10000
82,43,18,11,2,8,50,4.217899,100
774,258,176,147,81,112,2,4.192894,5000
62,28,11,7,7,9,1,3.626415,1000
47,22,7,8,5,5,1,3.899673,100
74,26,15,15,7,11,50,4.127921,100
414,156,58,72,45,83,50,3.866903,1000
57,25,10,13,3,6,1,3.98799,100
28,7,11,4,2,4,50,4.071651,100
3127,1919,580,304,128,196,50,4.155032,20000
1367,722,293,185,77,90,50,4.224605,10000
28,11,3,1,3,10,2,3.696054,100
59,24,15,8,3,9,15,3.961905,100
2,0,1,0,0,1,36,3.774194,100
14,8,3,1,0,2,50,4.235939,100
